ID,question,en_question,annotations,idks,country
Th-en-45,What is the most popular weekday evening family activity in the US?,What is the most popular weekday evening family activity in US?,"[{'answers': ['television', 'watching tv', 'tv'], 'en_answers': ['television', 'watching tv', 'tv'], 'count': 2}, {'answers': ['dinner', 'family dinner', 'having dinner together'], 'en_answers': ['dinner', 'family dinner', 'having dinner together'], 'count': 2}, {'answers': ['playing games'], 'en_answers': ['playing games'], 'count': 1}, {'answers': ['stroll', 'walk'], 'en_answers': ['stroll', 'walk'], 'count': 1}, {'answers': ['little league events', 'kids sporting events'], 'en_answers': ['little league events', 'kids sporting events'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-47,"When is Student's Day celebrated in the US? (Provide in MM/DD format (e.g., 12/31).)","When is Student's Day celebrated in US? (Provide in MM/DD format (e.g., 12/31).)",[],"{'idk': 5, 'not-applicable': 1, 'no-answer': 0}",US
New-ch-26,"In the Winter Olympics, which event is the most popular to watch in the US?","In the Winter Olympics, which event is the most popular to watch in US?","[{'answers': ['ice skating'], 'en_answers': ['ice skating'], 'count': 2}, {'answers': ['alpine skiing', 'downhill skiing'], 'en_answers': ['alpine skiing', 'downhill skiing'], 'count': 2}, {'answers': ['tennis'], 'en_answers': ['tennis'], 'count': 1}, {'answers': ['curling'], 'en_answers': ['curling'], 'count': 1}]","{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",US
New-am-27,中国最受欢迎的女运动员是谁？,Who is the most popular female sportperson in China?,"[{'answers': ['郭晶晶'], 'en_answers': ['guo jingjing'], 'count': 2}, {'answers': ['孙颖莎'], 'en_answers': ['sun yingsha'], 'count': 1}, {'answers': ['陈雨菲'], 'en_answers': ['chen yufei'], 'count': 1}, {'answers': ['朱婷'], 'en_answers': ['zhu ting'], 'count': 1}, {'answers': ['邓亚萍'], 'en_answers': ['deng yaping'], 'count': 1}, {'answers': ['傅园慧'], 'en_answers': ['fu yuanhui'], 'count': 1}, {'answers': ['李娜'], 'en_answers': ['li na'], 'count': 1}, {'answers': ['谷爱凌'], 'en_answers': ['eileen gu'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Tmp-ar-04,در ایران دانش‌آموزان دبستانی معمولاً بعد از مدرسه چه کارهایی انجام می‌دهند؟,What do elementary students in Iran usually do after school?,"[{'answers': ['انجام تکالیف', 'تکالیف مدرسه'], 'en_answers': ['doing homework', 'school homework'], 'count': 2}, {'answers': ['بازی با همسالان در پارک'], 'en_answers': ['playing with peers in the park'], 'count': 1}, {'answers': ['تماشای تلویزیون'], 'en_answers': ['watching tv'], 'count': 1}, {'answers': ['خواب'], 'en_answers': ['sleep'], 'count': 1}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",IR
Al-en-08,What are the most commonly eaten snacks at shopping malls in the UK?,What are the most commonly eaten snacks at shopping malls in UK?,"[{'answers': ['burgers'], 'en_answers': ['burgers'], 'count': 2}, {'answers': ['chocolate'], 'en_answers': ['chocolate'], 'count': 1}, {'answers': ['nandos', ""Nando's""], 'en_answers': ['nandos', ""Nando's""], 'count': 1}, {'answers': ['mcdonalds', ""McDonald's"", 'McDonalds', ""mcdonald's""], 'en_answers': ['mcdonalds', ""McDonald's"", 'McDonalds', ""mcdonald's""], 'count': 1}, {'answers': ['burger king'], 'en_answers': ['burger king'], 'count': 1}, {'answers': ['greggs'], 'en_answers': ['greggs'], 'count': 1}, {'answers': ['hot dogs', 'hot dog'], 'en_answers': ['hot dogs', 'hot dog'], 'count': 1}, {'answers': ['Sandwich', 'sandwiches'], 'en_answers': ['Sandwich', 'sandwiches'], 'count': 1}]","{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",GB
Al-en-06,在中国的学校食堂里常见的食物是什么？,What is a common school cafeteria food in China?,"[{'answers': ['面食', '面条'], 'en_answers': ['noodles', 'cooked wheaten food', 'pasta'], 'count': 1}, {'answers': ['包子'], 'en_answers': ['steamed bun', 'bun', 'steamed stuffed bun'], 'count': 1}, {'answers': ['炒菜'], 'en_answers': ['stir-fry'], 'count': 1}, {'answers': ['白饭', '米饭', '大米饭'], 'en_answers': ['rice'], 'count': 1}, {'answers': ['麻辣香锅'], 'en_answers': ['spicy hot pot'], 'count': 1}, {'answers': ['番茄炒鸡蛋', '番茄炒蛋', '西红柿炒蛋', '西红柿炒鸡蛋'], 'en_answers': ['tomato scrambled eggs', 'scrambled eggs with tomatoes'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-am-54,کدام منطقه در ایران به خاطر صنعت دامپروری‌اش شهرت زیادی دارد؟,Which region in Iran is widely known for its livestock industry?,"[{'answers': ['تبریز'], 'en_answers': ['tabriz'], 'count': 2}, {'answers': ['کردستان'], 'en_answers': ['kurdistan'], 'count': 2}, {'answers': ['شمال'], 'en_answers': ['north'], 'count': 1}, {'answers': ['لرستان'], 'en_answers': ['lorestan'], 'count': 1}, {'answers': ['چهار محال و بختیاری'], 'en_answers': ['chaharmahal and bakhtiari'], 'count': 1}, {'answers': ['سواحل دریای کاسپین'], 'en_answers': ['caspian sea coast'], 'count': 1}, {'answers': ['آذربایجان'], 'en_answers': ['azerbaijan'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
New-ch-08,What essential seasoning is indispensable in cooking in the UK?,What seasoning is indispensable in cooking in UK?,"[{'answers': ['salt'], 'en_answers': ['salt'], 'count': 5}, {'answers': ['pepper'], 'en_answers': ['pepper'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Ji-ko-25,درایران تعطیلات مرتبط با خانواده چیست؟,What are the family-related holidays in Iran?,"[{'answers': ['عيد نوروز', 'تعطیلات نوروزی', 'تعطیلات عید', 'ایام عید'], 'en_answers': ['nowruz holiday', 'nowruz holidays', 'eid holidays', 'eid days'], 'count': 4}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",IR
New-en-87,در ایران معروف‌ترین نشانه تاریخی چیست؟ ,What is the most famous historic landmark in Iran?,"[{'answers': ['پرسپولیس'], 'en_answers': ['persepolis'], 'count': 2}, {'answers': ['میدان امام اصفهان'], 'en_answers': ['imam square isfahan'], 'count': 1}, {'answers': ['تخت جمشید'], 'en_answers': ['persepolis'], 'count': 1}, {'answers': ['سی و سه پل'], 'en_answers': ['si-o-se-pol'], 'count': 1}]","{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",IR
Nu-in-06,"When is National Teacher's Day commemorated in the UK? (Provide in MM/DD format (e.g., 12/31).)","When is National Teacher's Day commemorated in UK? (Provide in MM/DD format (e.g., 12/31).)","[{'answers': ['10/05'], 'en_answers': ['10/05'], 'count': 2}]","{'idk': 8, 'i dont know when it is ': 1, 'no-answer': 0, 'not-applicable': 0}",GB
Al-en-04,在中国最受欢迎的水果是什么？,What is the most popular fruit in China?,"[{'answers': ['橘子'], 'en_answers': ['orange'], 'count': 4}, {'answers': ['苹果'], 'en_answers': ['apple'], 'count': 3}, {'answers': ['西瓜'], 'en_answers': ['watermelon'], 'count': 1}, {'answers': ['梨子', '梨'], 'en_answers': ['pear'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Ji-ko-35,在中国，最常见的私立教育形式是什么？,What is the most common form of private education in China?,"[{'answers': ['私立学校'], 'en_answers': ['private school'], 'count': 2}, {'answers': ['外语学校'], 'en_answers': ['foreign language school', 'internation school'], 'count': 1}, {'answers': ['幼儿园'], 'en_answers': ['kindergarten'], 'count': 1}, {'answers': ['可出国交换'], 'en_answers': ['international exchange'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-gr-21,What is the most popular racket sport in the US?,What is the most popular racket sport in US?,"[{'answers': ['tennis'], 'en_answers': ['tennis'], 'count': 5}, {'answers': ['badminton'], 'en_answers': ['badminton'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-ch-73,در ایران چه نوع باشگاه‌ هایی بین دانشجویان دانشگاه‌ها محبوب‌ ترهستند؟,What type of clubs are most popular among university students in Iran?,"[{'answers': ['فوتبال'], 'en_answers': ['football'], 'count': 1}, {'answers': ['باشگاه ورزشی'], 'en_answers': ['gym'], 'count': 1}, {'answers': ['بدنسازی'], 'en_answers': ['bodybuilding'], 'count': 1}, {'answers': ['والیبال'], 'en_answers': ['volleyball'], 'count': 1}]","{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",IR
New-en-05,Which food is a cost-effective and quick meal option in the UK?,Which food is a cost-effective and quick meal option in UK?,"[{'answers': ['beans on toast'], 'en_answers': ['beans on toast'], 'count': 3}, {'answers': ['cheese sandwich'], 'en_answers': ['cheese sandwich'], 'count': 1}, {'answers': ['pasta'], 'en_answers': ['pasta'], 'count': 1}, {'answers': ['pizza'], 'en_answers': ['pizza'], 'count': 1}, {'answers': ['chips'], 'en_answers': ['chips'], 'count': 1}, {'answers': ['sandwich'], 'en_answers': ['sandwich'], 'count': 1}, {'answers': ['ready meal from the supermarket', 'ready meal'], 'en_answers': ['ready meal from the supermarket', 'ready meal'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
New-ko-06,在中国，通常讲给孩子们听的最流行的民间故事是什么？,What is the most popular folk tale in China that is typically told to children?,"[{'answers': ['西游记'], 'en_answers': ['journey to the west'], 'count': 1}, {'answers': ['牛郎织女'], 'en_answers': ['cowherd and weaver girl', 'the cowherd and the weaver girl'], 'count': 1}, {'answers': ['梁祝'], 'en_answers': ['butterfly lovers'], 'count': 1}, {'answers': ['狼来了'], 'en_answers': ['the boy who cried wolf'], 'count': 1}, {'answers': ['嫦娥奔月'], 'en_answers': [""chang'e flying to the moon""], 'count': 1}, {'answers': ['孔融让梨'], 'en_answers': ['kong rong shares the pears'], 'count': 1}, {'answers': ['女娲补天'], 'en_answers': ['nüwa mends the heavens', 'nv wa mends the sky'], 'count': 1}, {'answers': ['司马光砸缸'], 'en_answers': ['sima guang smashes the vat'], 'count': 1}, {'answers': ['安徒生童话'], 'en_answers': [""andersen's fairy tales""], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Gu-ch-41,در کشور شما دانش‌آموزان دبستانی معمولاً چند ساز موسیقی می‌نوازند؟ (فقط از اعداد استفاده کنید),"How many musical instruments do elementary school students in Iran typically play? (Provide Arabic numerals (e.g., 12) only.)","[{'answers': ['1'], 'en_answers': ['1'], 'count': 3}, {'answers': ['0'], 'en_answers': ['0'], 'count': 1}]","{'not-applicable': 1, 'idk': 0, 'no-answer': 0}",IR
New-en-23,Who is the most famous Paralympian in the UK?,Who is the most famous Paralympian in UK?,"[{'answers': ['ellie simmonds'], 'en_answers': ['ellie simmonds'], 'count': 2}, {'answers': ['tanni grey-thompson'], 'en_answers': ['tanni grey-thompson'], 'count': 1}, {'answers': ['sarah storey'], 'en_answers': ['sarah storey'], 'count': 1}]","{'idk': 3, 'no-answer': 1, 'not-applicable': 0}",GB
Kik-in-17,What fruit is more commonly sold and found during Ramadan in the UK?,What fruit is more commonly sold and found during Ramadan in UK?,"[{'answers': ['dates'], 'en_answers': ['dates'], 'count': 3}, {'answers': ['banana'], 'en_answers': ['banana'], 'count': 1}, {'answers': ['watermelon'], 'en_answers': ['watermelon'], 'count': 1}]","{'not-applicable': 1, 'idk': 1, 'no-answer': 0}",GB
Kik-in-16,天气冷的时候，中国人通常喝什么饮料？,What drink is commonly consumed in China when the weather is cold?,"[{'answers': ['茶'], 'en_answers': ['tea'], 'count': 3}, {'answers': ['汤'], 'en_answers': ['soup'], 'count': 1}, {'answers': ['白酒'], 'en_answers': ['bai', 'white liquor', 'chinese spirits'], 'count': 1}, {'answers': ['玉米汁'], 'en_answers': ['corn juice'], 'count': 1}, {'answers': ['豆浆'], 'en_answers': ['soy milk'], 'count': 1}, {'answers': ['奶茶'], 'en_answers': ['bubble tea', 'milk tea'], 'count': 1}, {'answers': ['咖啡'], 'en_answers': ['coffee'], 'count': 1}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",CN
Ne-ar-43,在中国，人们通常喝茶时会搭配什么？,What do people usually have with tea in China?,"[{'answers': ['饼干'], 'en_answers': ['biscuit', 'cookies'], 'count': 1}, {'answers': ['点心'], 'en_answers': ['dim sum'], 'count': 1}, {'answers': ['水果'], 'en_answers': ['fruits', 'fruit'], 'count': 1}, {'answers': ['瓜子'], 'en_answers': ['sunflower seeds', 'melon seeds', 'seeds'], 'count': 1}, {'answers': ['小零食'], 'en_answers': ['snacks'], 'count': 1}, {'answers': ['果脯'], 'en_answers': ['candied fruit', 'preserved fruit'], 'count': 1}]","{'not-applicable': 1, 'idk': 0, 'no-answer': 0}",CN
Ji-ko-31,Where do middle and high school students in the US usually study for exams?,Where do middle and high school students in US usually study for exams?,"[{'answers': ['home', 'at home'], 'en_answers': ['home', 'at home'], 'count': 4}, {'answers': ['school', 'in school', 'at school'], 'en_answers': ['school', 'in school', 'at school'], 'count': 4}, {'answers': ['library'], 'en_answers': ['library'], 'count': 2}, {'answers': [""friend's house""], 'en_answers': [""friend's house""], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Gu-ch-16,"How many people are there in a family on average in the UK? (Provide Arabic numerals (e.g., 12) only.)","How many people are there in a family on average in UK? (Provide Arabic numerals (e.g., 12) only.)","[{'answers': ['4'], 'en_answers': ['4'], 'count': 4}, {'answers': ['5'], 'en_answers': ['5'], 'count': 2}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Gu-ch-31,در کشور شما طول دوره‌ی ابتدایی چند سال است؟ (فقط از اعداد استفاده کنید),"What is the duration of elementary school in years in Iran? (Provide Arabic numerals (e.g., 12) only.)","[{'answers': ['6'], 'en_answers': ['6'], 'count': 2}, {'answers': ['5'], 'en_answers': ['5'], 'count': 1}, {'answers': ['4'], 'en_answers': ['4'], 'count': 1}, {'answers': ['8'], 'en_answers': ['8'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
New-am-72,What is the most popular comic book for children to read in the US?,What is the most popular comic book for children to read in US?,"[{'answers': ['spiderman'], 'en_answers': ['spiderman'], 'count': 2}, {'answers': ['marvel'], 'en_answers': ['marvel'], 'count': 1}, {'answers': ['superman'], 'en_answers': ['superman'], 'count': 1}, {'answers': ['batman'], 'en_answers': ['batman'], 'count': 1}]","{'no-answer': 2, 'idk': 2, 'not-applicable': 0}",US
New-gr-06,What is the most popular food in the US among young people?,What is the most popular food in US among young people?,"[{'answers': ['pizza'], 'en_answers': ['pizza'], 'count': 4}, {'answers': ['burgers', 'hamburgers'], 'en_answers': ['burgers', 'hamburgers'], 'count': 2}, {'answers': ['salads'], 'en_answers': ['salads'], 'count': 1}, {'answers': ['ramen noodles', 'ramen'], 'en_answers': ['ramen noodles', 'ramen'], 'count': 1}, {'answers': ['french fries'], 'en_answers': ['french fries'], 'count': 1}, {'answers': ['wings', 'chicken wings'], 'en_answers': ['wings', 'chicken wings'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-49,在中国，家人们通常在哪里聚集一起祈祷？,Where do families gather to pray together in China?,"[{'answers': ['寺庙'], 'en_answers': ['temple'], 'count': 2}, {'answers': ['家里'], 'en_answers': ['home'], 'count': 1}]","{'not-applicable': 2, 'idk': 0, 'no-answer': 0}",CN
Jod-ch-42,中国20多岁的男性通常参加什么休闲活动？,What is the common leisure activity that males in their 20s in China engage in?,"[{'answers': ['打游戏'], 'en_answers': ['play games'], 'count': 2}, {'answers': ['篮球'], 'en_answers': ['basketball'], 'count': 1}, {'answers': ['跑步'], 'en_answers': ['running'], 'count': 1}, {'answers': ['登山'], 'en_answers': ['mountaineering', 'hiking'], 'count': 1}, {'answers': ['网络游戏'], 'en_answers': ['online game'], 'count': 1}, {'answers': ['运动'], 'en_answers': ['work out', 'sports'], 'count': 1}, {'answers': ['密室逃脱'], 'en_answers': ['escape room'], 'count': 1}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",CN
Na-ko-09,在中国的餐桌上，最常见的配菜是什么？,What side dish is the most commonly served on a dining table in China?,"[{'answers': ['青菜', '炒青菜'], 'en_answers': ['green vegetables', 'stir-fried green vegetables'], 'count': 2}, {'answers': ['白菜'], 'en_answers': ['chinese cabbage'], 'count': 1}, {'answers': ['炒肉'], 'en_answers': ['stir-fried meat'], 'count': 1}, {'answers': ['榨菜'], 'en_answers': ['pickled mustard tuber'], 'count': 1}, {'answers': ['辣椒'], 'en_answers': ['chili pepper'], 'count': 1}]","{'not-applicable': 1, 'idk': 0, 'no-answer': 0}",CN
Ta-pe-45,What is usually eaten during the celebration of the longest night of the year in the UK?,What is usually eaten during the celebration of the longest night of the year in UK?,"[{'answers': ['bbq'], 'en_answers': ['bbq'], 'count': 1}]","{'not-applicable': 2, ""It's not generally celebrated but pagan groups and New Agers might have Spelt bread, mead and a gigantic hog roast"": 1, 'idk': 2, 'no-answer': 0}",GB
Th-en-01,What is the most popular summer sport in the US?,What is the most popular summer sport in US?,"[{'answers': ['baseball'], 'en_answers': ['baseball'], 'count': 2}, {'answers': ['volleyball'], 'en_answers': ['volleyball'], 'count': 1}, {'answers': ['swimming'], 'en_answers': ['swimming'], 'count': 1}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",US
Kik-in-35,What sports were popular among people from the US during the COVID-19 pandemic?,What sports were popular among people from US during the COVID-19 pandemic?,"[{'answers': ['e-sports', 'esports'], 'en_answers': ['e-sports', 'esports'], 'count': 2}, {'answers': ['American Football', 'football'], 'en_answers': ['American Football', 'football'], 'count': 1}, {'answers': ['tennis'], 'en_answers': ['tennis'], 'count': 1}, {'answers': ['pickleball'], 'en_answers': ['pickleball'], 'count': 1}]","{'idk': 3, 'no-answer': 1, 'not-applicable': 0}",US
New-spme-78,What is the name of the song that is typically sung at birthday parties in the UK?,What is the name of the song that is typically sung at birthday parties in UK?,"[{'answers': ['happy birthday to you', 'happy birthday'], 'en_answers': ['happy birthday to you', 'happy birthday'], 'count': 5}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Al-en-32,What is the main dish for Thanksgiving in the US?,What is the main dish for Thanksgiving in US?,"[{'answers': ['turkey'], 'en_answers': ['turkey'], 'count': 5}, {'answers': ['ham'], 'en_answers': ['ham'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-en-55,Which religion is most commonly practiced by families in the UK?,Which religion is most commonly practiced by families in UK?,"[{'answers': ['christianity'], 'en_answers': ['christianity'], 'count': 4}, {'answers': ['muslim'], 'en_answers': ['muslim'], 'count': 1}, {'answers': ['catholicism'], 'en_answers': ['catholicism'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Al-en-40,What is a popular outdoor place for families to have fun with little kids in the UK?,What is a popular outdoor place for families to have fun with little kids in UK?,"[{'answers': ['local parks', 'park'], 'en_answers': ['local parks', 'park'], 'count': 4}, {'answers': ['zoo'], 'en_answers': ['zoo'], 'count': 1}, {'answers': ['the beach'], 'en_answers': ['the beach'], 'count': 1}, {'answers': ['adventure parks'], 'en_answers': ['adventure parks'], 'count': 1}]","{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",GB
Na-ko-38,What is the most common wedding gift between bride and groom in the US?,What is the most common wedding gift between bride and groom in US?,"[{'answers': ['honeymoon travel', 'honeymoon', 'going on a honeymoon'], 'en_answers': ['honeymoon travel', 'honeymoon', 'going on a honeymoon'], 'count': 1}, {'answers': ['kitchen appliances'], 'en_answers': ['kitchen appliances'], 'count': 1}, {'answers': ['jewelry'], 'en_answers': ['jewelry'], 'count': 1}, {'answers': ['rings'], 'en_answers': ['rings'], 'count': 1}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",US
Ca-sp-19,What do young people from the UK usually drink at the night club?,What do young people from UK usually drink at the night club?,"[{'answers': ['beer'], 'en_answers': ['beer'], 'count': 4}, {'answers': ['vodka'], 'en_answers': ['vodka'], 'count': 2}, {'answers': ['wkd'], 'en_answers': ['wkd'], 'count': 1}, {'answers': ['shots'], 'en_answers': ['shots'], 'count': 1}, {'answers': ['wine'], 'en_answers': ['wine'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
New-su-10,What food is commonly consumed by pregnant women in the US?,What food is commonly consumed by pregnant women in US?,"[{'answers': ['fish'], 'en_answers': ['fish'], 'count': 2}, {'answers': ['leafy greens'], 'en_answers': ['leafy greens'], 'count': 1}, {'answers': ['dairy'], 'en_answers': ['dairy'], 'count': 1}, {'answers': ['ice cream'], 'en_answers': ['ice cream'], 'count': 1}, {'answers': ['vegetables'], 'en_answers': ['vegetables'], 'count': 1}, {'answers': ['pickles'], 'en_answers': ['pickles'], 'count': 1}, {'answers': ['chocolate'], 'en_answers': ['chocolate'], 'count': 1}, {'answers': ['pizza'], 'en_answers': ['pizza'], 'count': 1}, {'answers': ['gummies'], 'en_answers': ['gummies'], 'count': 1}]","{'idk': 2, 'no-answer': 0, 'not-applicable': 0}",US
New-ch-38,در ایران کدام شهرها یا مناطق به خاطر فعالیت‌های واردات و صادرات شناخته شده‌اند؟,Which cities or regions are known for their import and export activities in Iran?,"[{'answers': ['چابهار'], 'en_answers': ['chabahar'], 'count': 2}, {'answers': ['قشم'], 'en_answers': ['qeshm'], 'count': 2}, {'answers': ['تهران'], 'en_answers': ['tehran'], 'count': 1}, {'answers': ['شیراز'], 'en_answers': ['shiraz'], 'count': 1}, {'answers': ['اصفهان'], 'en_answers': ['isfahan'], 'count': 1}, {'answers': ['کردستان'], 'en_answers': ['kurdistan'], 'count': 1}, {'answers': ['ارس'], 'en_answers': ['aras'], 'count': 1}, {'answers': ['انزلی'], 'en_answers': ['anzali'], 'count': 1}, {'answers': ['بندرعباس'], 'en_answers': ['bandar abbas'], 'count': 1}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",IR
New-en-75,"What is the average length of a semester in terms of weeks of teaching at universities in the US? (Provide Arabic numerals (e.g., 1) only.)","What is the average length of a semester in terms of weeks of teaching at universities in US? (Provide Arabic numerals (e.g., 1) only.)","[{'answers': ['16'], 'en_answers': ['16'], 'count': 2}, {'answers': ['15'], 'en_answers': ['15'], 'count': 2}, {'answers': ['12'], 'en_answers': ['12'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-in-03,چه نوع غذایی از ایران معمولاً در رستوران‌ های خارج از کشور سرو می‌شود؟,What type of food from Iran is typically served in restaurants overseas?,"[{'answers': ['کباب'], 'en_answers': ['kebab'], 'count': 3}, {'answers': ['چلوکباب'], 'en_answers': ['rice with kebab'], 'count': 1}, {'answers': ['باقالی پلو با گوشت'], 'en_answers': ['broad bean rice with meat'], 'count': 1}, {'answers': ['قورمه سبزی'], 'en_answers': ['ghormeh sabzi'], 'count': 1}, {'answers': ['قیمه'], 'en_answers': ['gheimeh'], 'count': 1}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",IR
New-su-28,What colour is associated with the national football team of the UK?,What color is associated with the national soccer team of UK?,"[{'answers': ['white'], 'en_answers': ['white'], 'count': 4}, {'answers': ['red'], 'en_answers': ['red'], 'count': 3}, {'answers': ['blue'], 'en_answers': ['blue'], 'count': 1}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",GB
New-su-77,What is usually given to the children during Eid in the US?,What is usually given to the children during Eid in US?,"[{'answers': ['cash', 'money'], 'en_answers': ['cash', 'money'], 'count': 2}, {'answers': ['gifts'], 'en_answers': ['gifts'], 'count': 1}]","{'idk': 5, 'not-applicable': 1, 'no-answer': 0}",US
Ca-sp-29,What tradition is there in the US for New Year's Eve?,What tradition is there in US for New Year's Eve?,"[{'answers': ['Watching the ball drop at Times Square', 'watch the ball drop'], 'en_answers': ['Watching the ball drop at Times Square', 'watch the ball drop'], 'count': 2}, {'answers': ['Times Square'], 'en_answers': ['Times Square'], 'count': 1}, {'answers': ['fireworks'], 'en_answers': ['fireworks'], 'count': 1}, {'answers': ['drink', 'drink alcohol'], 'en_answers': ['drink', 'drink alcohol'], 'count': 1}, {'answers': ['kiss at midnight'], 'en_answers': ['kiss at midnight'], 'count': 1}, {'answers': ['family hangout'], 'en_answers': ['family hangout'], 'count': 1}, {'answers': ['dinner', 'dinner at a restaurant'], 'en_answers': ['dinner', 'dinner at a restaurant'], 'count': 1}, {'answers': ['partying', 'attend a large party'], 'en_answers': ['partying', 'attend a large party'], 'count': 1}, {'answers': ['watch tv celebration', ""watch New Year's celebration on television""], 'en_answers': ['watch tv celebration', ""watch New Year's celebration on television""], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-ch-01,What kind of meat do people usually eat when they have barbecue in the US?,What kind of meat do people usually eat when they have barbecue in US?,"[{'answers': ['pork'], 'en_answers': ['pork'], 'count': 3}, {'answers': ['chicken'], 'en_answers': ['chicken'], 'count': 3}, {'answers': ['beef'], 'en_answers': ['beef'], 'count': 3}, {'answers': ['hamburger', 'burger'], 'en_answers': ['hamburger', 'burger'], 'count': 1}, {'answers': ['hot dog'], 'en_answers': ['hot dog'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-su-17,در ایران معمولاً چه امکانات ورزشی در پارک‌ها  وجود دارد؟,What sports facilities are generally available in parks in Iran?,"[{'answers': ['پینگ پنگ', 'میز پینگ پنگ', 'پینگ پونگ'], 'en_answers': ['ping pong', 'ping pong table'], 'count': 3}, {'answers': ['بدنسازی', 'وسایل بدنسازی', 'وسایل بدنسازی ابتدایی'], 'en_answers': ['bodybuilding', 'fitness', 'basic fitness'], 'count': 3}, {'answers': ['وسایل ورزشی'], 'en_answers': ['sports equipment'], 'count': 1}]","{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",IR
Ji-ko-09,在中国的公司聚会上，人们通常吃些什么？,What do people typically eat during company get-together in China?,"[{'answers': ['火锅'], 'en_answers': ['hot pot'], 'count': 2}, {'answers': ['烧烤'], 'en_answers': ['barbecue'], 'count': 1}, {'answers': ['热菜'], 'en_answers': ['hot dishes'], 'count': 1}, {'answers': ['冷盆'], 'en_answers': ['cold dish'], 'count': 1}, {'answers': ['点心'], 'en_answers': ['dim sum'], 'count': 1}, {'answers': ['饺子'], 'en_answers': ['dumplings'], 'count': 1}, {'answers': ['蛋糕'], 'en_answers': ['cake'], 'count': 1}, {'answers': ['水果'], 'en_answers': ['fruit'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Ne-ar-17,"在中国，大多数人是什么时间开始工作的？（请提供HH:MM格式，例如，18:00, 09:00。）","At what time do most people start work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","[{'answers': ['09:00'], 'en_answers': ['09:00'], 'count': 3}, {'answers': ['08:00'], 'en_answers': ['08:00'], 'count': 2}, {'answers': ['10:00'], 'en_answers': ['10:00'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-as-89,What traditional festival accessories do people from the UK wear?,What traditional festival accessories do people from UK wear?,"[{'answers': ['party hats'], 'en_answers': ['party hats'], 'count': 1}, {'answers': ['glowsticks', 'glow sticks'], 'en_answers': ['glowsticks', 'glow sticks'], 'count': 1}, {'answers': ['glitter make up'], 'en_answers': ['glitter make up'], 'count': 1}]","{'idk': 2, 'no-answer': 2, 'not-applicable': 1}",GB
